Region,Country Name,Country Code,Indicator Name_x,Income Group,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
East Asia & Pacific,Samoa,WSM,Mineral rents (% of GDP),Upper middle income,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe & Central Asia,San Marino,SMR,Mineral rents (% of GDP),High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sub-Saharan Africa,Sao Tome and Principe,STP,Mineral rents (% of GDP),Lower middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Middle East & North Africa,Saudi Arabia,SAU,Mineral rents (% of GDP),High income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0103328442229015,0.00938783665237386,0.00917560586937638,0.007894398147650179,0.0110620097175196,0.0177060206074925,0.0128578783947604,0.0121042840036164,0.0052195442061109204,0.00123986343987846,0.00022605776057842998,0.0006415440151771821,0.000649748480658529,0.00354120511577265,0.0116453394881318,0.0121651730022474,0.0107554400732228,0.0145640949759849,0.0139188464970135,0.0163166421933187,0.0290406570835983,0.0353815938773079,0.043334692342055996,0.0844946999281539,0.0575517099969306,0.0498472549399653,0.0699179391993046,0.0807642153339128,0.114312759083769,0.10119458708949199
Sub-Saharan Africa,Senegal,SEN,Mineral rents (% of GDP),Lower middle income,0.0,0.0,0.0,0.0,3.21874026751046,3.07837078592508,0.938226574625736,2.49724925156962,0.273859738937789,0.24845858032448395,0.41251109770625605,0.804874196875429,0.291089004347667,0.33527198476981,0.18735915109499898,0.31350408285097403,0.0762323000010958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100174084047431,0.0026565106446219,0.0865083023378369,0.14221016655135402,0.175385645796794,0.16691417915332002,0.11509336932183199,0.0546987870262377,0.035249776952990995,0.047686562836932,0.0737087265263257,0.7896348133766049,1.66252432588094,1.13486127232271,1.72792951197937,2.58979226370033,1.46290440542528,1.18555171935604,1.2735543940071898,1.6140512154804,1.22451754402352,1.10811187821516
Europe & Central Asia,Serbia,SRB,Mineral rents (% of GDP),Upper middle income,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0719427073951796,0.112955891920587,0.223519914437033,0.238401401366459,0.218437054428671,0.22278866393944396,0.38102105214003296,0.496169690073955,0.592150600392645,0.489771583660354,0.48416306183870894,0.409008513658986,0.397286025767283,0.541230619094372,0.513152185345928
Sub-Saharan Africa,Seychelles,SYC,Mineral rents (% of GDP),High income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sub-Saharan Africa,Sierra Leone,SLE,Mineral rents (% of GDP),Low income,2.42857943844921,3.02760931999026,2.7010262094654798,1.6974127774168402,3.0370140416332903,2.7610827827910205,2.02739943064776,2.43356445028295,1.6655534890758799,1.26969782469865,1.4770978554570902,1.4094072029926898,1.5647229495719799,2.69345702228144,3.1058745299118398,3.8547411163314598,5.90785095679041,3.59410705914858,2.24492790495531,3.72382130944704,4.76319045205167,3.56094928622765,4.49044724217172,2.12479752372755,1.71778033826859,0.0,0.0411535139203392,0.12583501473914901,0.000686197472686697,0.0,0.0,0.0,0.0,0.0,0.00687542181520396,0.0145657033405003,0.7659953552015358,0.9242400104544141,0.460418695738257,0.494077185957824,0.724933658288109,2.3787897677560097,19.2318591928971,46.6246516035365,29.0867458555103,2.6423355271485,5.603324916822901,7.35535155306291,0.95550214433232
East Asia & Pacific,Singapore,SGP,Mineral rents (% of GDP),High income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latin America & Caribbean,Sint Maarten (Dutch part),SXM,Mineral rents (% of GDP),High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Europe & Central Asia,Slovak Republic,SVK,Mineral rents (% of GDP),High income,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.009311788963531891,0.00557690666756612,0.0042411604956604605,0.00542148889232079,0.0027816732259056897,0.000516993027682513,0.00010812398424484599,0.00011743651711910801,9.4709688696369e-05,0.000337188822191453,0.00045199787282438204,0.00146201330500351,0.0234170067440911,0.0258273409235721,0.05624059942803,0.0448174960478791,0.0021520734084539603,0.0168750566424651,0.0155031670909633,0.0242663177519257,0.0182370230250439,0.0166927864608238,0.0182479726457652,0.0162267470572739,0.0154995596152108,0.0134819702054129
Europe & Central Asia,Slovenia,SVN,Mineral rents (% of GDP),High income,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.00199217268820575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Asia & Pacific,Solomon Islands,SLB,Mineral rents (% of GDP),Lower middle income,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0566502255966994,0.18491384954991397,0.152108002444132,0.0848726989331701,0.167322861336989,0.132976456930926,0.913356550603876,0.189511963742432,0.159420887698005,0.0682258068119162,0.0271935004505636,0.0254903094242446,0.015095841681553002,0.008120735356370779,0.006774809316917671,0.0,0.0052614919382818,0.00628598473061062,0.000534465904592029,0.0,0.0,0.0,0.0,0.0203811793418294,0.0581732623446349,0.00731152580169795,0.00860133387552591,0.0184273674122924,0.0,0.0,0.423363968085998,0.517710315666659,6.50446038755535,8.24939265309848,5.33154215571646,3.2830559737534304,0.291312332175303,0.23530409812552802,1.7923388933421698,1.8131614280542099
Sub-Saharan Africa,Somalia,SOM,Mineral rents (% of GDP),Low income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sub-Saharan Africa,South Africa,ZAF,Mineral rents (% of GDP),Upper middle income,1.07517187564671,0.803142013078665,0.7634077733154209,1.02766769100085,2.3590878230210297,1.0950576942476,1.06470510814986,1.27825485946549,0.7402326273502808,4.2154394116384,10.3399427744909,5.98407922715924,4.41460992755314,5.21745914793079,0.8898502169050408,4.14998463827021,3.8193857254725896,3.95050460956566,3.5803238752643196,2.52596391989221,1.87659003741469,1.37038315725522,0.8676603176593021,0.8016267444383159,1.2089980665145599,0.7570736347786251,0.828586780921384,0.400327487436511,0.4132544856507679,0.30631619141812,0.4657853900247961,0.49104888653711604,0.8309746900125531,0.910215873433778,0.9793106799656209,1.37387303919999,2.1198379543064196,2.98397346334961,4.00054625586417,2.81525516981008,3.71776150549807,4.0453110236542305,3.7097343035108596,3.8835368558077996,3.2284591544297796,2.2191732890758398,2.42905011429393,2.51438956490536,2.2038282998719905
Sub-Saharan Africa,South Sudan,SSD,Mineral rents (% of GDP),Low income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0359906564885198,0.0410188886087136,0.0440387304687034,,,
Europe & Central Asia,Spain,ESP,Mineral rents (% of GDP),High income,0.06429734650115901,0.0461617416847314,0.0381388966322246,0.122085338346101,0.14158012988083302,0.0234109720634381,0.0415404387669505,0.0298436086900535,0.0146264329281947,0.0409367215590309,0.0588117778473672,0.027130030260176,0.0213701804553051,0.0239347792455017,0.0191529997016034,0.007309625756738009,0.00557905108374246,0.0105149778835792,0.140773706600677,0.13404474058069898,0.0348205666812744,0.00239523989423695,0.00210360996432262,0.00119293952128529,0.00261669761175668,0.0027950263486352,0.00111051658552871,0.0025982017454045303,0.0,0.0,0.0,0.0,0.000355382535280876,0.000705432423364734,0.00143954230567164,0.00489060604258005,0.0126582030297776,0.0176354482240042,0.0108643374959834,0.007064477075757741,0.0233431468227742,0.0344631606278442,0.0461000585551039,0.040077136254181,0.041144703004108,0.0357825340047576,0.0404058812821436,0.0667801300775963,0.0737176953633637
South Asia,Sri Lanka,LKA,Mineral rents (% of GDP),Lower middle income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022598376344181,0.0031737688737986,0.0018492036273691,0.00111374048332151,0.0,0.000295691112821829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0188014423298252,0.0165969157947028,0.0040917389824025,0.00764406214195687,0.00844082545381272,0.00408916601230793,0.0037339711162916603,0.00414060940753731,0.00262019653873907,0.0015702222914307,0.0012190648732914198
Latin America & Caribbean,St. Kitts and Nevis,KNA,Mineral rents (% of GDP),High income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latin America & Caribbean,St. Lucia,LCA,Mineral rents (% of GDP),Upper middle income,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latin America & Caribbean,St. Martin (French part),MAF,Mineral rents (% of GDP),High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Latin America & Caribbean,St. Vincent and the Grenadines,VCT,Mineral rents (% of GDP),Upper middle income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sub-Saharan Africa,Sudan,SDN,Mineral rents (% of GDP),Low income,0.00206075424467077,0.0,0.0,0.0,0.000110943131283877,9.209332427545829e-06,0.0,0.0,0.0,0.00025875435449899703,0.0013940349614318301,0.000609533826555431,0.000561387449511671,0.00117246217561036,0.00203581757022503,0.00110285976658886,0.00108232448991947,0.00216780174405553,0.00825889570381225,0.00820720615599934,0.00177553634395386,0.0007083128699180849,0.0,0.0,0.0,0.0292417455053113,0.0709084822825869,0.0047332712346395,0.0,0.0,0.0,0.0,0.0246444226288552,0.0548450554071218,0.0639087523459709,0.0486554811596141,0.0741919552030127,0.14117348120223402,0.212478229696756,0.5811621398149671,1.1562667609092,1.4885235075498402,3.51275169452804,3.87258624327563,3.09618895604967,2.80933994348753,5.16664007501458,6.749001634833241,12.6986567658713
Latin America & Caribbean,Suriname,SUR,Mineral rents (% of GDP),Upper middle income,17.2383191712802,17.0865588007652,18.1017701847251,13.7954909522929,27.593104750464896,15.0659874115551,16.2087274887849,17.1031932791505,15.1833236518423,12.208303868486901,12.5928789896955,11.0495095121401,9.74627555681206,8.363010922632709,10.2633313917639,10.739100572946802,8.99702849420952,4.2517115086497,4.75221700203222,13.8813634564656,17.4890758773324,15.9051032512976,17.24169525575,12.047402161842802,9.7031523252674,3.9014572347678302,4.699628482855901,4.06415188622795,3.31877197029814,3.21057151139185,3.36862544927361,4.93703032285937,2.39076234858249,1.60440766130775,2.68616577358366,3.49678149293491,4.5685913927479405,5.18100195761091,4.83636060118522,6.427495763741129,18.4241765835792,25.9493039844654,25.915013333376102,18.977295883722,13.779817945406402,11.9613166840293,21.712266234559998,22.494324464225603,19.918481111949
Europe & Central Asia,Sweden,SWE,Mineral rents (% of GDP),High income,0.0913202710368264,0.0652773769609947,0.0566104817656274,0.19258017710962302,0.235592050162788,0.0458756909174715,0.14286815737538197,0.10838457536169699,0.0460349831285367,0.0970005273044345,0.0946065634860784,0.0568357463543609,0.0815677790300118,0.0788468742006431,0.0503725423786362,0.0547307995082741,0.0259510963185043,0.0426254524381514,0.339374334434134,0.33254961761624396,0.115857205824481,0.0337363258411738,0.0308811808318186,0.0244418493672555,0.0387428074797097,0.0478482826523856,0.0279958922030276,0.0294313128476631,0.0087373805372622,0.0068984408740498,0.0154706837136026,0.0102977298658843,0.0101387893087817,0.0145947186673979,0.0467281686087433,0.224456093831205,0.38502957649101505,0.5883799859635589,0.6905758937780561,0.26682154901496896,0.759054142543995,0.8250925308397641,0.5474826444947489,0.508135853702541,0.352807866653934,0.18457920746201395,0.22399072104651102,0.35971219142477506,0.32935751768154803
Europe & Central Asia,Switzerland,CHE,Mineral rents (% of GDP),High income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.744088184200358e-05,4.7556649540977004e-05,0.0,0.0,0.0,0.0,0.0,0.0
Middle East & North Africa,Syrian Arab Republic,SYR,Mineral rents (% of GDP),Low income,0.0,0.0,0.0,0.0,0.250872905653992,0.382599939803747,0.0,0.11936475610660101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,
Europe & Central Asia,Tajikistan,TJK,Mineral rents (% of GDP),Low income,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0921681615236193,0.0474811827361201,0.0794409232082109,0.173153748585607,0.268689895926109,0.302461125813079,0.069893645828739,0.0,0.0351252720369307,0.0463448166497859,0.34014958169482595,0.48980596732496395,0.5452638565383621,0.39151591564963795,0.658273599534967,0.674860882526795,0.558706995818166,0.578679088164731,1.13045675246164,1.68985347750802,1.7074755397319499,1.58686912208527,1.83570692086557,2.31652578596902,3.9981533537461096,4.431723937276731,4.916461255659089
Sub-Saharan Africa,Tanzania,TZA,Mineral rents (% of GDP),Lower middle income,,,,,,,,,,,,,,,,,,,0.00432211742174022,0.0065871090868045,0.0842222726729408,0.12524441842379902,0.0817533914291278,0.0786729570003748,0.13263383799816197,0.006655408185667029,0.00695625747838938,0.000366585890272165,0.0,0.000591258094381739,0.00018346261451410902,0.0067303266357668,0.18857677075061802,0.5936280183607491,0.830256050749087,1.05654463211082,2.21399162612444,2.05510598917559,2.086483620987,2.6282508243642204,3.4647767055427905,4.65352346842867,4.2693536586715,3.17695261941041,2.42279901720866,2.47735832178108,2.6398691615980403,2.3278562488665697,2.15876498648851
East Asia & Pacific,Thailand,THA,Mineral rents (% of GDP),Upper middle income,0.0540020864473862,0.00319874738415224,0.00506908604406254,0.0336525775564455,0.602330872168956,0.0801321004060404,0.14489486669618898,0.47857610860576705,0.613661399914073,0.8325187159446579,0.737791174178632,0.404094486654632,0.310513666776335,0.250660854493629,0.253728024600043,0.22991042290983396,0.0251346451504634,0.0417411673530597,0.492231329869125,0.39933567478252097,0.17916671785351398,0.0375562033458816,0.0331311092585837,0.0118154121452993,0.0124335633484481,0.00239381126661215,0.004558881390243121,0.00594475688292559,0.007195462595511609,0.0075550968414276705,0.00947342680874242,0.0029335568350836,0.0102414238751926,0.0112615117477855,0.0182128200228783,0.0304259643030382,0.0590413002885503,0.098847621137759,0.10595492029347998,0.0581706118443749,0.0737017728130182,0.0592291928960934,0.0675317842302248,0.0509417513479444,0.048868921873762,0.0312995259375135,0.0416021075633664,0.0121034554713664,0.0170755135825868
East Asia & Pacific,Timor-Leste,TLS,Mineral rents (% of GDP),Lower middle income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sub-Saharan Africa,Togo,TGO,Mineral rents (% of GDP),Low income,0.0,0.0,0.0,0.0,15.9193109238206,8.75581227862499,5.00275267003438,14.426379984426301,1.74810378259026,2.05032380411951,3.2361359511314904,3.9168242527867996,2.9118327113041698,2.5606280002452597,1.26000656675143,2.1225176931779997,0.47658269618659704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.315272765112966,0.442961838964627,0.452473097095358,0.5029092871804429,0.33327800530118395,0.104740056748559,1.27632983153998,2.8792271964471503,4.639604611787759,10.811956513108198,11.686128390064098,9.74233045325921,18.7854791229731,23.8861250047363,18.4172254673411,14.399568382199302,11.8818829667964,10.5292725477404,9.37630616616717,7.206396973506429
East Asia & Pacific,Tonga,TON,Mineral rents (% of GDP),Upper middle income,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latin America & Caribbean,Trinidad and Tobago,TTO,Mineral rents (% of GDP),High income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Middle East & North Africa,Tunisia,TUN,Mineral rents (% of GDP),Lower middle income,0.20634098622333802,0.16088077539057902,0.120108905834179,0.251734811760557,3.76640344967655,3.4682361700402202,0.8635658558848299,2.49190359227574,0.0386975754482746,0.0962831684392982,0.347964687911414,0.5646335205878079,0.29737577447612296,0.23287894498673997,0.0559182135856937,0.046314888641126,0.021052949743326,0.0130931871897731,0.184873796283506,0.14603026658633803,0.0741868828456255,0.0237414235204253,0.0201361377571859,0.0121677828808839,0.0092534119561389,0.00629823978994937,0.00747125281038373,0.0111823062517508,0.0140513905817693,0.0160573916153412,0.0308881988284796,0.0130740458583303,0.0116127072611618,0.00921812909978465,0.0166315804607175,0.0424390386316755,0.0315446161843527,0.0478437199780912,3.1373910365865694,2.82967447419812,0.887050363341742,0.5789853213683039,0.7879612843617679,0.49586325916548796,0.42027273760486206,0.48586311876502203,0.491060521795292,0.372253789676922,0.24308023908202303
Europe & Central Asia,Turkey,TUR,Mineral rents (% of GDP),Upper middle income,0.21478288879177002,0.118743575569252,0.0944710254847067,0.204420981414203,0.163886504460772,0.0706241751950603,0.09362672473846902,0.0794558297747697,0.0499102455391543,0.0497362758583624,0.070950192191099,0.0695497095965395,0.0800218506820582,0.0643707292390825,0.0492325487294182,0.0566404714916698,0.0249109146308401,0.0225919699106918,0.14559536729553801,0.19183751212573896,0.0864863511021828,0.0462841862816124,0.0444781974302951,0.017430351111754,0.0323383568482672,0.0369315856677501,0.0216832792674005,0.0208724454616831,0.0122501654219606,0.00826599535502961,0.0183368422147928,0.0181567087862247,0.0138274734173128,0.017630917447843,0.0319500323862949,0.0641356923967037,0.134785536701294,0.179230689410595,0.17877304357092197,0.13216290012702803,0.23440754083645501,0.31937099935899,0.30558339115287503,0.296214821294627,0.23438195185841199,0.187634344887294,0.17646683334253402,0.219363159606962,0.23022359512418802
Europe & Central Asia,Turkmenistan,TKM,Mineral rents (% of GDP),Upper middle income,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latin America & Caribbean,Turks and Caicos Islands,TCA,Mineral rents (% of GDP),High income,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
East Asia & Pacific,Tuvalu,TUV,Mineral rents (% of GDP),Upper middle income,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sub-Saharan Africa,Uganda,UGA,Mineral rents (% of GDP),Low income,1.43618475900282,0.753566850472979,0.593967825340135,1.05703896740992,0.8403681282120091,0.225497838092005,0.212958863130682,0.0948330276699369,0.0480629923046322,0.0323188475127272,0.059357712311295004,0.0356033940260548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7369420622186496e-05,0.0,0.00010122484098379399,0.0,7.46962052847579e-05,0.00022262914038418397,0.0672191862985953,0.0856563478613753,0.151532003033327,0.153564695368311,0.17729875475666898,0.00023385394249419503,0.0029489004380305,0.00125480870488425,0.00217138553748433,0.348026408707019,0.2758485006722439,0.24853938459373298,0.309676941703523,0.176987072889306,0.14454383135420099
Europe & Central Asia,Ukraine,UKR,Mineral rents (% of GDP),Lower middle income,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.450439851303998,0.00148874099155663,0.00351264028460359,0.0066378628864641395,0.00376477284735356,0.0344554118634108,0.328977962101795,0.0,0.25088280455907397,0.529659865683782,0.4590345721407679,0.582232542189875,0.943508613293212,2.83183424056133,2.8355613868836405,5.1796127582085,4.93544765529783,2.65500867656692,5.225153800622509,5.22439871867316,3.45661025146056,3.74767741335189,3.0537722875533997,1.6289692223644001,1.75487496767432,2.06378817218117,1.5900153819151799
Middle East & North Africa,United Arab Emirates,ARE,Mineral rents (% of GDP),High income,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Europe & Central Asia,United Kingdom,GBR,Mineral rents (% of GDP),High income,0.000424168949504,0.000271976673804625,0.000405277161971121,0.00118020756242626,0.0042400970909123896,0.00038933899153828597,0.0027916903621988103,0.0058115804880537,0.00324954836453104,0.0031865822582175,0.00484716936316173,0.0024763781369195803,0.00174273516532347,0.0020468339429977104,0.00199764253377907,0.0013277445824256698,2.7732309861092796e-05,7.89395681634958e-05,0.000804464703333272,0.00161691397305487,0.00034916994002682003,1.7676642715393698e-05,0.0,0.0,0.0,0.0,1.71325054167946e-05,1.69567033446165e-06,0.0,0.0,0.0,0.0,0.0,0.0,5.891182596234369e-06,6.97682108131501e-06,1.20097974031676e-05,6.40985474549285e-05,0.000116296188941163,0.000179080408386766,0.00022415410174819503,0.000295678036174553,0.000157757361323318,4.99880858367182e-05,0.0,0.0,9.64695423517393e-06,3.0487395096219702e-05,2.78988776004513e-05
North America,United States,USA,Mineral rents (% of GDP),High income,0.173694449187673,0.0981632675658079,0.0903268434221332,0.17431390087636803,0.28432021477462,0.19161330528087303,0.11686941541695402,0.15284192838015803,0.0649347843296739,0.10996074369092801,0.121596478962725,0.0911143588292476,0.0469300988409333,0.0502369644461384,0.0303195540367907,0.032571745227759,0.0221623800535307,0.0338218099622392,0.10685479831362199,0.0529652534542017,0.0478141229494666,0.0317776696479867,0.0297356023314337,0.0178455860394205,0.0300852109193961,0.0396790898000236,0.0251742547267885,0.0245334375197171,0.0100333665086455,0.0112776455943524,0.0138596079149976,0.0100451183916171,0.00932239475975898,0.0108913799634262,0.0221026978362009,0.0290681424869532,0.0735261354871112,0.0971116329515611,0.144271569013802,0.0966844923289538,0.125891251223953,0.164880570304887,0.14861212458486098,0.119870041039965,0.0912612584531074,0.0764430119694986,0.0766189063360221,0.0799376167796966,0.071173888762964
Latin America & Caribbean,Uruguay,URY,Mineral rents (% of GDP),High income,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012585168014828002,0.0024051240172549,0.0,0.00106782060510534,0.00184900636698557,0.0235056920008043,0.0405220531785858,0.0629040942972469,0.0823183837683652,0.144279570925411,0.14182507961836302,0.11910357040881099,0.14155938915364902,0.122181023481083,0.137855891553459,0.141393940479932,0.118515147378171,0.0957854976164796,0.0833370290467269,0.0629348963489068,0.0549566451098258,0.0415328270016787
Europe & Central Asia,Uzbekistan,UZB,Mineral rents (% of GDP),Lower middle income,,,,,,,,,,,,,,,,,,,,,0.0,0.0,1.5336470273942,1.3109177384198603,1.8770638504804,1.4419440677742401,1.6340546526943,1.03700355126572,0.30342162215399,0.10106491344890199,0.335146024752832,0.37148623258057795,1.7031480618750603,2.8905498082463597,4.2108969514732095,4.58791366089121,7.655327562534049,6.857219191920151,6.838461660596451,6.79428061328835,6.66452572742346,7.480998367678571,7.181666980478599,5.615272537433599,4.5065004625526,3.81400133566606,4.22780416141505,6.20129876011663,7.37126345307348
East Asia & Pacific,Vanuatu,VUT,Mineral rents (% of GDP),Lower middle income,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
